"","Date","Year","Month","Country","Reef_name","Site_name","Reef_zone","N","W","Dive","Depth_(m)","Methodology","Transect","Microhabitat_No","Microhabitat_label","Fish_tag_ID","Family","Genus","Fish_species","Humid_weight_(gr)","SL(mm)","TL(mm)","DNA_method","Group_humid_weight","Box_storage","Note","Photo quality","STRIwebsite","Park_region"
"225","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh015","2023.8_BLNQ001_Mh015","VER23.8F_233","Chaenopsidae","Emblemariopsis","Emblemariopsis diaphana","4.2000000000000003E-2",NA,17.76,"Metabarcoding",NA,NA,NA,NA,NA,"North"
"226","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh015","2023.8_BLNQ001_Mh015","VER23.8F_234","Gobiidae","Tigrigobius","Tigrigobius redimiculus","2.1000000000000001E-2",NA,12.98,NA,NA,NA,NA,NA,NA,"North"
"227","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh015","2023.8_BLNQ001_Mh015","VER23.8F_235","Gobiidae","Tigrigobius","Tigrigobius redimiculus","3.5999999999999997E-2",NA,15.15,NA,NA,NA,NA,NA,NA,"North"
"228","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh015","2023.8_BLNQ001_Mh015","VER23.8F_236","Gobiidae","Tigrigobius","Tigrigobius redimiculus","2.5000000000000001E-2",NA,13.15,NA,NA,NA,NA,NA,NA,"North"
"229","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh012","2023.8_BLNQ001_Mh012","VER23.8F_237","Gobiidae","Tigrigobius","Tigrigobius redimiculus","6.2E-2",NA,18.43,NA,NA,NA,NA,NA,NA,"North"
"230","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh012","2023.8_BLNQ001_Mh012","VER23.8F_238","Gobiidae","Tigrigobius","Tigrigobius redimiculus","0.10299999999999999",NA,22.1,NA,NA,NA,NA,NA,NA,"North"
"231","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh012","2023.8_BLNQ001_Mh012","VER23.8F_239","Labrisomidae","Malacoctenus","Malacoctenus triangulatus","7.0000000000000007E-2",NA,20.01,NA,NA,NA,NA,NA,NA,"North"
"232","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh011","2023.8_BLNQ001_Mh011","VER23.8F_240","Blenniidae","Hypleurochilus","Hypleurochilus bermudensis","0.113",NA,20.38,NA,NA,NA,"Weird coloration",NA,NA,"North"
"233","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh011","2023.8_BLNQ001_Mh011","VER23.8F_241","Tripterygiidae","Enneanectes","Enneanectes altivelis","0.16300000000000001",NA,18.33,NA,NA,NA,NA,NA,NA,"North"
"234","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh011","2023.8_BLNQ001_Mh011","VER23.8F_242","Gobiidae","Tigrigobius","Tigrigobius redimiculus","5.8999999999999997E-2",NA,21.75,NA,NA,NA,NA,NA,NA,"North"
"235","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh011","2023.8_BLNQ001_Mh011","VER23.8F_243","Gobiidae","Coryphopterus","Coryphopterus dicrus","9.6000000000000002E-2",NA,19.6,NA,NA,NA,NA,NA,NA,"North"
"236","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh011","2023.8_BLNQ001_Mh011","VER23.8F_244","Gobiidae","Coryphopterus","Coryphopterus dicrus","0.18",NA,25.25,NA,NA,NA,NA,NA,NA,"North"
"237","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh014","2023.8_BLNQ001_Mh014","VER23.8F_245","Gobiidae","Lythrypnus","Lythrypnus nesiotes","5.8000000000000003E-2",NA,17.48,"Metabarcoding",NA,NA,NA,NA,NA,"North"
"238","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh014","2023.8_BLNQ001_Mh014","VER23.8F_246","Gobiidae","Tigrigobius","Tigrigobius redimiculus","1.9E-2",NA,12.37,NA,NA,NA,NA,NA,NA,"North"
"239","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh014","2023.8_BLNQ001_Mh014","VER23.8F_247","Gobiidae","Tigrigobius","Tigrigobius redimiculus","8.5999999999999993E-2",NA,18.68,NA,NA,NA,NA,NA,NA,"North"
"240","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh014","2023.8_BLNQ001_Mh014","VER23.8F_248","Gobiidae","Tigrigobius","Tigrigobius redimiculus","3.5999999999999997E-2",NA,15.67,NA,NA,NA,NA,NA,NA,"North"
"241","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh014","2023.8_BLNQ001_Mh014","VER23.8F_249","Gobiidae","Tigrigobius","Tigrigobius redimiculus","1.7999999999999999E-2",NA,13.18,NA,NA,NA,NA,NA,NA,"North"
"242","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh014","2023.8_BLNQ001_Mh014","VER23.8F_250","Labrisomidae","Starksia","Starksia ocellata","0.33700000000000002",NA,30.36,NA,NA,NA,NA,NA,NA,"North"
"243","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh014","2023.8_BLNQ001_Mh014","VER23.8F_251","Labrisomidae","Starksia","Starksia ocellata","8.5999999999999993E-2",NA,19.56,NA,NA,NA,NA,NA,NA,"North"
"244","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh014","2023.8_BLNQ001_Mh014","VER23.8F_252","Tripterygiidae","Enneanectes","Enneanectes altivelis","0.104",NA,19.76,NA,NA,NA,NA,NA,NA,"North"
"245","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh014","2023.8_BLNQ001_Mh014","VER23.8F_253","Blenniidae","Hypleurochilus","Hypleurochilus bermudensis","0.11899999999999999",NA,19.93,NA,NA,NA,NA,NA,NA,"North"
"246","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh014","2023.8_BLNQ001_Mh014","VER23.8F_254","Gobiidae","Elacatinus","Elacatinus oceanops","0.13500000000000001",NA,23.98,NA,NA,NA,NA,NA,NA,"North"
"247","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh009","2023.8_BLNQ001_Mh009","VER23.8F_255","Labrisomidae","Malacoctenus","Malacoctenus triangulatus","0.46200000000000002",NA,34.37,NA,NA,NA,NA,NA,NA,"North"
"248","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh009","2023.8_BLNQ001_Mh009","VER23.8F_256","Gobiidae","Tigrigobius","Tigrigobius redimiculus","6.6000000000000003E-2",NA,18.6,NA,NA,NA,NA,NA,NA,"North"
"249","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh009","2023.8_BLNQ001_Mh009","VER23.8F_257","Blenniidae","Parablennius","Parablennius marmoreus","6.4000000000000001E-2",NA,16.47,NA,NA,NA,NA,NA,NA,"North"
"250","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh003","2023.8_BLNQ001_Mh003","VER23.8F_258","Gobiidae","Coryphopterus","Coryphopterus personatus","8.8999999999999996E-2",NA,20.92,NA,NA,NA,NA,NA,NA,"North"
"251","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh003","2023.8_BLNQ001_Mh003","VER23.8F_259","Gobiidae","Coryphopterus","Coryphopterus personatus","5.1999999999999998E-2",NA,18.49,NA,NA,NA,NA,NA,NA,"North"
"252","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh003","2023.8_BLNQ001_Mh003","VER23.8F_260","Gobiidae","Coryphopterus","Coryphopterus personatus","3.5999999999999997E-2",NA,14.37,NA,NA,NA,NA,NA,NA,"North"
"253","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh003","2023.8_BLNQ001_Mh003","VER23.8F_261","Gobiidae","Coryphopterus","Coryphopterus personatus","1.4E-2",NA,11.32,NA,NA,NA,NA,NA,NA,"North"
"254","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh003","2023.8_BLNQ001_Mh003","VER23.8F_262","Gobiidae","Coryphopterus","Coryphopterus personatus","1.4E-2",NA,12.33,NA,NA,NA,NA,NA,NA,"North"
"255","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh003","2023.8_BLNQ001_Mh003","VER23.8F_263","Gobiidae","Coryphopterus","Coryphopterus personatus","7.0000000000000001E-3",NA,8.49,NA,NA,NA,NA,NA,NA,"North"
"256","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh013","2023.8_BLNQ001_Mh013","VER23.8F_264","Gobiidae","Coryphopterus","Coryphopterus glaucofraenum","0.30599999999999999",NA,30.19,NA,NA,NA,NA,NA,NA,"North"
"257","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh013","2023.8_BLNQ001_Mh013","VER23.8F_265","Gobiidae","Coryphopterus","Coryphopterus glaucofraenum","0.17599999999999999",NA,24.29,NA,NA,NA,NA,NA,NA,"North"
"258","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh013","2023.8_BLNQ001_Mh013","VER23.8F_266","Gobiidae","Coryphopterus","Coryphopterus glaucofraenum","9.2999999999999999E-2",NA,20.1,NA,NA,NA,NA,NA,NA,"North"
"259","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh013","2023.8_BLNQ001_Mh013","VER23.8F_267","Gobiidae","Coryphopterus","Coryphopterus glaucofraenum","5.6000000000000001E-2",NA,17.85,NA,NA,NA,NA,NA,NA,"North"
"260","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh013","2023.8_BLNQ001_Mh013","VER23.8F_268","Gobiidae","Coryphopterus","Coryphopterus glaucofraenum","5.8999999999999997E-2",NA,16.97,NA,NA,NA,NA,NA,NA,"North"
"261","August 22th, 2023","2023",8,"Mexico","Blanquilla","BLNQ001","Back",19.22267,"-96.096869999999996",NA,"8","Roving Quadrant","Q","Mh015","2023.8_BLNQ001_Mh015","VER23.8F_269","Scorpaenidae","Scorpaenodes","Scorpaenodes caribbaeus","3.3679999999999999",NA,53.74,NA,NA,NA,NA,NA,NA,"North"
"262","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_270","Gobiidae","Elacatinus","Elacatinus jarocho","5.2999999999999999E-2",NA,17.45,NA,NA,NA,NA,NA,NA,"North"
"263","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_271","Labrisomidae","Starksia","Starksia ocellata","0.223",NA,27.59,NA,NA,NA,NA,NA,NA,"North"
"264","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_272","Labrisomidae","Starksia","Starksia ocellata","0.187",NA,26.88,NA,NA,NA,NA,NA,NA,"North"
"265","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_273","Labrisomidae","Starksia","Starksia ocellata","5.2999999999999999E-2",NA,18.12,NA,NA,NA,NA,NA,NA,"North"
"266","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_274","Tripterygiidae","Enneanectes","Enneanectes altivelis","0.17899999999999999",NA,23.79,NA,NA,NA,"Weird coloration",NA,NA,"North"
"267","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_275","Tripterygiidae","Enneanectes","Enneanectes altivelis","0.108",NA,21.62,NA,NA,NA,NA,NA,NA,"North"
"268","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_276","Tripterygiidae","Enneanectes","Enneanectes altivelis","0.19800000000000001",NA,26.23,NA,NA,NA,"Weird coloration",NA,NA,"North"
"269","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_277","Tripterygiidae","Enneanectes","Enneanectes altivelis","5.2999999999999999E-2",NA,15.67,NA,NA,NA,NA,NA,NA,"North"
"270","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_278","Tripterygiidae","Enneanectes","Enneanectes altivelis","0.24",NA,27.31,NA,NA,NA,NA,NA,NA,"North"
"271","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_279","Chaenopsidae","Emblemariopsis","Emblemariopsis diaphana","4.9000000000000002E-2",NA,18.16,"Metabarcoding",NA,NA,NA,NA,NA,"North"
"272","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_280","Chaenopsidae","Emblemariopsis","Emblemariopsis diaphana","4.7E-2",NA,18.31,NA,NA,NA,NA,NA,NA,"North"
"273","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_281","Chaenopsidae","Emblemariopsis","Emblemariopsis diaphana","3.2000000000000001E-2",NA,16.46,NA,NA,NA,NA,NA,NA,"North"
"274","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_282","Chaenopsidae","Emblemariopsis","Emblemariopsis diaphana","2.1999999999999999E-2",NA,13.14,NA,NA,NA,NA,NA,NA,"North"
"275","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_283","Chaenopsidae","Emblemariopsis","Emblemariopsis diaphana","2.7E-2",NA,14.46,NA,NA,NA,NA,NA,NA,"North"
"276","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_284","Chaenopsidae","Emblemariopsis","Emblemariopsis diaphana","1.7000000000000001E-2",NA,13.23,NA,NA,NA,NA,NA,NA,"North"
"277","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_285","Chaenopsidae","Emblemariopsis","Emblemariopsis diaphana","1.0999999999999999E-2",NA,11.89,NA,NA,NA,NA,NA,NA,"North"
"278","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_286","Gobiidae","Coryphopterus","Coryphopterus personatus","1.4E-2",NA,11.87,NA,NA,NA,NA,NA,NA,"North"
"279","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_287","Gobiidae","Coryphopterus","Coryphopterus personatus","8.5000000000000006E-2",NA,20.62,NA,NA,NA,NA,NA,NA,"North"
"280","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_288","Gobiidae","Coryphopterus","Coryphopterus personatus","7.0999999999999994E-2",NA,19.55,NA,NA,NA,NA,NA,NA,"North"
"281","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_289","Gobiidae","Coryphopterus","Coryphopterus personatus","0.13300000000000001",NA,23.14,NA,NA,NA,NA,NA,NA,"North"
"282","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_290","Gobiidae","Coryphopterus","Coryphopterus personatus","0.13700000000000001",NA,22.98,NA,NA,NA,NA,NA,NA,"North"
"283","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_291","Gobiidae","Coryphopterus","Coryphopterus dicrus","0.33200000000000002",NA,30.68,NA,NA,NA,NA,NA,NA,"North"
"284","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_292","Gobiidae","Coryphopterus","Coryphopterus dicrus","9.9000000000000005E-2",NA,21.08,NA,NA,NA,NA,NA,NA,"North"
"285","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_293","Gobiidae","Coryphopterus","Coryphopterus dicrus","0.23400000000000001",NA,27.83,NA,NA,NA,NA,NA,NA,"North"
"286","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_294","Gobiidae","Coryphopterus","Coryphopterus dicrus","0.26200000000000001",NA,28.91,NA,NA,NA,NA,NA,NA,"North"
"287","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_295","Gobiidae","Coryphopterus","Coryphopterus dicrus","0.151",NA,24.15,NA,NA,NA,NA,NA,NA,"North"
"288","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_296","Gobiidae","Coryphopterus","Coryphopterus dicrus","0.14199999999999999",NA,24.31,NA,NA,NA,NA,NA,NA,"North"
"289","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_297","Gobiidae","Coryphopterus","Coryphopterus dicrus","0.13",NA,23.59,NA,NA,NA,NA,NA,NA,"North"
"290","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_298","Gobiidae","Coryphopterus","Coryphopterus dicrus","0.14499999999999999",NA,24.19,NA,NA,NA,NA,NA,NA,"North"
"291","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_299","Gobiidae","Coryphopterus","Coryphopterus dicrus","0.108",NA,22.13,NA,NA,NA,NA,NA,NA,"North"
"292","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_300","Gobiidae","Coryphopterus","Coryphopterus dicrus","0.124",NA,23.25,NA,NA,NA,NA,NA,NA,"North"
"293","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_301","Gobiidae","Coryphopterus","Coryphopterus dicrus","8.1000000000000003E-2",NA,20.4,NA,NA,NA,NA,NA,NA,"North"
"294","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_302","Gobiidae","Tigrigobius","Tigrigobius redimiculus","9.6000000000000002E-2",NA,20.06,NA,NA,NA,NA,NA,NA,"North"
"295","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_303","Gobiidae","Tigrigobius","Tigrigobius redimiculus","6.8000000000000005E-2",NA,18.4,NA,NA,NA,NA,NA,NA,"North"
"296","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_304","Gobiidae","Tigrigobius","Tigrigobius redimiculus","0.10100000000000001",NA,21.05,NA,NA,NA,NA,NA,NA,"North"
"297","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_305","Gobiidae","Tigrigobius","Tigrigobius redimiculus","1.7000000000000001E-2",NA,12.12,NA,NA,NA,NA,NA,NA,"North"
"298","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_306","Gobiidae","Tigrigobius","Tigrigobius redimiculus","7.6999999999999999E-2",NA,19.53,NA,NA,NA,NA,NA,NA,"North"
"299","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_307","Gobiidae","Tigrigobius","Tigrigobius redimiculus","5.2999999999999999E-2",NA,16.33,NA,NA,NA,NA,NA,NA,"North"
"300","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_308","Gobiidae","Tigrigobius","Tigrigobius redimiculus","3.4000000000000002E-2",NA,14.95,NA,NA,NA,NA,NA,NA,"North"
"301","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_309","Gobiidae","Tigrigobius","Tigrigobius redimiculus","4.5999999999999999E-2",NA,16.04,NA,NA,NA,NA,NA,NA,"North"
"302","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_310","Gobiidae","Tigrigobius","Tigrigobius redimiculus","2.8000000000000001E-2",NA,14.1,NA,NA,NA,NA,NA,NA,"North"
"303","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_311","Gobiidae","Tigrigobius","Tigrigobius redimiculus","2.5999999999999999E-2",NA,14.54,NA,NA,NA,NA,NA,NA,"North"
"304","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_312","Gobiidae","Tigrigobius","Tigrigobius redimiculus","1.2E-2",NA,11.82,NA,NA,NA,NA,NA,NA,"North"
"305","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_313","Gobiidae","Tigrigobius","Tigrigobius redimiculus","1.6E-2",NA,12.54,NA,NA,NA,NA,NA,NA,"North"
"306","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_314","Gobiidae","Lythrypnus","Lythrypnus spilus","6.6000000000000003E-2",NA,18.78,NA,NA,NA,NA,NA,NA,"North"
"307","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_315","Chaenopsidae","Emblemariopsis","Emblemariopsis diaphana","1.4999999999999999E-2",NA,12.66,NA,NA,NA,NA,NA,NA,"North"
"308","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_316","Blenniidae","Hypleurochilus","Hypleurochilus bermudensis","0.152",NA,22.11,NA,NA,NA,NA,NA,NA,"North"
"309","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_317","Labrisomidae","Malacoctenus","Malacoctenus triangulatus","0.30199999999999999",NA,19.94,NA,NA,NA,NA,NA,NA,"North"
"310","August 25th, 2023","2023",8,"Mexico","Verde","VRD-Cated","Back",19.20694,"-96.073620000000005",NA,"6","CryptoStation","CS","CS003",NA,"VER23.8F_318","Labrisomidae","Malacoctenus","Malacoctenus triangulatus","0.84799999999999998",NA,43.68,NA,NA,NA,NA,NA,NA,"North"
